Rank,Song,Artist,Year,Lyrics_List
22,listen to your heart,roxette,1989,"know,theres,something,wake,smile,get,notion,look,eyes,yea,youve,built,love,love,falls,apart,little,piece,heaven,turns,dark,listen,heart,hes,calling,listen,heart,theres,nothing,else,dont,know,youre,going,dont,know,listen,heart,tell,goodbye,sometimes,wonder,fight,worthwhile,precious,moments,lost,tide,yea,theyre,swept,away,nothing,seems,feeling,belonging,dreams,listen,heart,hes,calling,listen,heart,theres,nothing,else,dont,know,youre,going,dont,know,listen,heart,tell,goodbye,voices,want,heard,much,mention,cant,find,words,sense,magic,beauty,thats,love,wilder,wind,listen,heart,hes,calling,listen,heart,theres,nothing,else,dont,know,youre,going,dont,know,listen,heart,listen,heart,hes,calling,listen,heart,take,listen,theres,nothing,else,dont,know,youre,going,dont,know,listen,heart,tell,goodbye,listen,heart,listen,heart,take,listen,listen,heart,take,listen,listen,heart,yeah,listen,heart,listen,heart,listen,heart,listen,heart,listen,heart,listen,heart,listen,heart,listen,heart,listen,heart"
23,ill be there for you,bon jovi,1989,"guess,time,youre,really,leaving,heard,suitcase,say,goodbye,broken,heart,lies,bleeding,say,true,love,suicideyou,say,youve,cried,thousand,rivers,youre,swimming,shore,left,drowning,tears,wont,save,anymorenow,im,praying,god,youll,give,one,chanceill,five,words,swear,breathe,want,air,ill,youid,live,id,die,id,steal,sun,sky,words,cant,say,love,ill,youi,know,know,weve,good,times,hiding,place,promise,tomorrow,cant,buy,back,yesterdaybaby,know,hands,dirty,wanted,valentine,ill,water,get,thirsty,baby,get,drunk,ill,wineill,five,words,swear,breathe,want,air,ill,youid,live,id,die,id,steal,sun,sky,words,cant,say,love,ill,youi,wasnt,happy,wasnt,didnt,mean,miss,birthday,baby,wish,id,seen,blow,candles,outill,five,words,swear,breathe,want,air,ill,youid,live,id,die,id,steal,sun,sky,words,cant,say,love,ill"
25,like a prayer,madonna,1989,"life,mystery,everyone,must,stand,alone,hear,call,name,feels,like,homewhen,call,name,like,little,prayer,im,knees,wanna,take,midnight,hour,feel,power,like,prayer,know,ill,take,therei,hear,voice,like,angel,sighing,choice,hear,voice,feels,like,flying,close,eyes,oh,god,think,im,falling,sky,close,eyes,heaven,help,mewhen,call,name,like,little,prayer,im,knees,wanna,take,midnight,hour,feel,power,like,prayer,know,ill,take,therelike,child,whisper,softly,youre,control,like,child,im,dancing,like,dream,end,beginning,youre,like,dream,let,choir,singwhen,call,name,like,little,prayer,im,knees,wanna,take,midnight,hour,feel,power,like,prayer,know,ill,take,therewhen,call,name,like,little,prayer,im,knees,wanna,take,midnight,hour,feel,power,like,prayer,know,ill,take,therelife,mystery,everyone,must,stand,alone,hear,call,name,feels,like,homejust,like,prayer,voice,take,like,muse,mystery,like,dream,seem,like,prayer,choice,voice,take,therejust,like,prayer,ill,take,like,dream,like,prayer,ill,take,like,dream,like,prayer,ill,take,like,dream,like,prayer,ill,take,like,dream,mejust,like,prayer,voice,take,like,muse,mystery,like,dream,seem,like,prayer,choice,voice,take,therejust,like,prayer,voice,take,like,muse,mystery,like,dream,seem,like,prayer,choice,voice,take,voice,take,like,prayer"
26,ill be loving you forever,new kids on the block,1989,"yeah,im,kind,guy,take,broken,heart,dont,ever,leave,dont,want,see,us,part,thought,losing,means,everything,would,go,chorus,ill,loving,forever,long,want,ill,loving,forever,loves,yeah,ill,loving,ill,ill,loving,loving,things,yeah,forever,ill,loving,ill,ill,loving,loving,yeah,count,blessings,keep,love,new,theres,one,million,theres,much,want,say,look,thoughts,get,way,chorus,weve,learned,fall,every,turn,love,last,forever,see,ill,loving,ill,ill,loving,loving,things,yeah,forever,ill,loving,ill,ill,loving,loving,girl,oh,girl,ill,loving,ill,loving,ill,loving,loving,girl"
27,how can i fall,breathe,1989,"give,time,care,moments,us,share,still,heart,always,say,youcould,lie,im,weak,face,truth,know,make,move,sayhow,fall,fall,wont,give,reasons,wont,give,reasons,allwhen,faith,gone,fight,carry,yet,know,harm,say,younow,hold,line,know,choice,leave,mine,cant,help,feel,inside,sayhow,fall,fall,fall,wont,give,reasons,wont,give,reasons,allill,follow,ill,say,time,far,right,ill,make,move,doubt,way,dohow,fall,fall,fall,wont,give,reasons,wont,give,reasons,allhow,fall,fall,fall,wont,give,reasons,wont,give,reasonshow,fall,fall,fall,wont,give,reasons,wont,give,reasonsjust,wont,give,reasons,wont,give,reasons,fall,fall,fall,fall,youhow,fall,fall,fall,wont,give,reasons,wont,give,reasons"
28,baby dont forget my number,milli vanilli,1989,"babe,dont,shy,youre,holding,hand,cause,time,goes,back,got,understand,youba,ba,ba,baby,eyes,see,clearly,love,strong,never,go,wrong,got,best,youso,youre,doubt,need,someone,baby,call,line,call,anytime,ill,youive,searching,high,high,high,ive,searching,low,low,lowba,ba,ba,ba,baby,dont,forget,number,baby,love,stronger,thunder,ba,ba,ba,ba,baby,dont,forget,number,love,see,throughive,searching,high,ive,searching,lowwant,spend,spend,life,ba,ba,ba,ba,ba,ba,ba,ba,desper,youth,ba,ba,ba,ba,ba,ba,ba,ba,love,see,throughba,ba,baby,eyes,see,clearly"
29,toy soldiers,martika,1989,"step,step,heart,heart,left,right,left,fall,like,toy,soldiersit,wasnt,intention,mislead,never,way,say,true,extend,invitation,never,knew,long,youd,staywhen,hear,temptation,call,heart,takes,takes,fall,wont,come,play,mestep,step,heart,heart,left,right,left,fall,like,toy,soldiersbit,bit,torn,apart,never,win,battle,wages,toy,soldiersits,getting,hard,wake,morning,head,spinning,constantly,could,blind,addiction,dont,stop,next,ones,gonna,meonly,emptiness,remains,replaces,pain,wont,come,play,mestep,step,heart,heart,left,right,left,fall,like,toy,soldiersbit,bit,torn,apart,never,win,battle,wages,toy,soldierswe,never,winonly,emptiness,remains,replaces,pain,wont,come,play,mestep,step,heart,heart,left,right,left,fall,like,toy,soldiersbit,bit,torn,apart,never,win,battle,wages,toy,soldiersstep,step,heart,heart,left,right,left,fall,like,toy,soldiersbit,bit,torn,apart,never,win,battle,wages,toy,soldiers"
30,forever your girl,paula abdul,1989,"hey,baby,gotta,remember,im,forever,girl,baby,forever,ever,ever,know,ambaby,pick,head,come,look,face,cause,tell,somethin,bringin,downis,rumor,another,boy,wants,take,place,hear,hes,heart,hearin,stories,theyre,goin,around,friends,talkinbaby,remember,gave,heart,aint,one,gonna,tear,us,apart,could,promise,moon,stars,even,promised,worldjust,remember,im,forever,girl,could,promise,world,gotta,remember,im,forever,girlhoney,listen,love,need,know,dont,need,nothin,money,buy,lieso,boy,come,along,try,make,leave,girl,id,go,mind,thered,need,worry,im,tellin,need,hear,really,love,mebaby,dont,know,love,id,never,put,nobody,could,promise,moon,stars,even,promised,worldjust,remember,im,forever,girl,could,promise,world,gotta,remember,im,forever,girlim,forever,baby,remember,im,forever,girl,could,promise,world,gotta,remember,im,forever,girlwhen,mountains,crumble,sea,thats,day,someonell,come,mebaby,remember,gave,heart,tell,aint,one,gonna,tear,us,apart,baby,could,promise,diamonds,even,promised,pearls,honey,know,aint,lyin,listen,tell,worldyou,gotta,remember,baby,remember,gotta,remember,im,forever,girl,baby,forever,ever,ever,well,together,im,forever,girlbaby,forever,ever,ever,gotta,remember,im,forever,hey,baby,could,promise,worldgirl,know,love,always,live,til,forever,baby,ill,lovin,ill,lovin,stilljust,remember,im,forever,girl,im,forever,girl,ill,lovin,ill,lovin,still,remember,im,forever,girl,im,forever,girl"
31,the living years,mike  the mechanics,1989,"every,generation,blames,one,frustrations,come,beating,door,know,im,prisoner,father,held,dear,know,im,hostage,hopes,fears,wish,could,told,living,years,crumpled,bits,paper,filled,imperfect,thought,stilted,conversations,im,afraid,thats,weve,got,say,dont,see,says,perfect,sense,cant,get,agreement,present,tense,talk,different,language,talking,defense,say,loud,say,clear,listen,well,hear,late,die,admit,dont,see,eye,eye,open,quarrel,present,past,sacrifice,future,bitterness,lasts,dont,yield,fortunes,sometimes,see,fate,may,new,perspective,different,day,dont,give,dont,give,may,okay,say,loud,say,clear,listen,well,hear,late,die,admit,dont,see,eye,eye,wasnt,morning,father,passed,away,didnt,get,tell,things,say,think,caught,spirit,later,year,im,sure,heard,echo,babys,new,born,tears,wish,could,told,living,years,say,loud,say,clear,listen,well,hear,late,die,admit,dont,see,eye,eye"
32,eternal flame,the bangles,1989,"close,eyes,give,hand,darling,feel,heart,beating,understand,feel,dreaming,burning,eternal,flamei,believe,meant,darling,watch,sleeping,belong,feel,dreaming,burning,eternal,flamesay,name,sun,shines,rain,whole,life,lonely,come,ease,pain,dont,want,lose,feeling,ohsay,name,sun,shines,rain,whole,life,lonely,come,ease,pain,dont,want,lose,feeling,ohclose,eyes,give,hand,feel,heart,beating,understand,feel,dreaming,burning,eternal,flameclose,eyes,give,hand,darling,feel,heart,beating,understand,feel,dreaming,burning,eternal,flameclose,eyes,give,hand,darling,feel,heart,beating,understand,feel,dreaming,eternal,flameclose,eyes,give,hand,darling,feel,heart,beating,understand,feel,dreaming,burning,eternal,flame,close,eyes,give,hand,darling"
33,wild thing,tone loc,1989,"lets,itworkin,week,9,5,money,weekend,comes,go,get,live,honeysrollin,street,saw,girl,pumpin,winked,eye,got,ride,went,club,jumpinintroduce,loc,said,youre,liar,said,got,goin,baby,doll,im,firetook,hotel,said,youre,king,said,queen,know,mean,lets,wild,thingwild,thing,wild,thingshoppin,mall,looking,gear,buy,saw,girl,cool,rocked,world,adjust,flyshe,looked,smiled,said,plans,night,said,hopefully,things,go,well,ill,tonightso,journeyed,house,one,thing,led,keyed,door,cold,hit,floor,looked,motheri,didnt,know,say,hanging,string,said,hey,two,like,liked,wild,thingwild,thing,loved,wild,thing,wild,thing,please,baby,pleaseposse,effect,hangin,always,hype,crew,leave,shindig,want,girl,whos,typesaw,luscious,little,frame,aint,lyin,fellas,fine,sweet,young,miss,go,gave,kiss,knew,minetook,limousine,still,parked,outside,tipped,chauffeur,gave,ridecouldnt,get,jock,like,static,cling,thats,happens,bodies,start,slappin,doin,wild,thingwild,thing,like,wild,thing,please,baby,pleasewild,thingdoin,little,show,local,discotheque,fine,young,chick,jock,say,heck,want,come,stage,little,dance,said,chill,maybe,later,youll,get,chanceso,show,finished,took,around,way,know,good,go,without,word,say,alone,said,tone,let,tell,one,thing,need,50,dollars,make,holler,get,paid,wild,thingsay,yo,love,must,kidding,youre,walkin,babe,break,hasta,la,vista,babywild,thing"
34,when i see you smile,bad english,1989,"sometimes,wonder,id,ever,make,world,without,wouldnt,cluecause,sometimes,seems,like,worlds,closing,theres,way,breaking,free,see,reach,mesometimes,wanna,give,wanna,give,wanna,quit,fight,see,baby,everythings,alright,everythings,alrightwhen,see,smile,face,world,oh,oh,know,anything,see,smile,see,ray,light,oh,oh,see,shining,right,rainwhen,see,smile,baby,see,smile,oh,yeahbaby,theres,nothing,world,could,ever,touch,hand,like,nothing,ever,knewand,rain,falling,dont,feel,cause,youre,one,look,baby,ill,ever,need,ill,ever,needwhen,see,smile,face,world,oh,oh,know,anything,see,smile,see,ray,light,oh,oh,see,shining,right,rainwhen,see,smile,baby,baby,see,smile,mesometimes,wanna,give,wanna,give,wanna,quit,fight,one,look,baby,everythings,alright,everythings,alright,rightwhen,see,smile,face,world,oh,oh,know,anything,yeah,see,smile,see,ray,light,oh,oh,see,shining,right,rain,yeahwhen,see,smile,yeah,face,world,oh,oh,know,anything,see,smile,oh,yeah,baby,see,smile,smile"
35,if i could turn back time,cher,1989,"could,turn,back,time,could,find,way,id,take,back,words,thatll,hurt,youd,stay,dont,know,things,dont,know,said,things,said,loves,like,knife,cut,deep,inside,words,like,weapons,wound,sometimesi,didnt,really,mean,hurt,didnt,want,see,go,know,made,cry,babyif,could,turn,back,time,could,find,way,id,take,back,words,thatd,hurt,youd,stay,could,reach,stars,id,give,em,youd,love,love,like,used,could,turn,back,timemy,world,shattered,torn,apart,like,someone,took,knife,drove,deep,heart,walked,door,swore,didnt,care,lost,everything,darling,theretoo,strong,tell,sorry,proud,tell,wrong,know,blind,darlingif,could,turn,back,time,could,find,way,id,take,back,words,thatll,hurt,youd,stay,could,reach,stars,id,give,youd,love,love,like,used,ohif,could,turn,back,time,could,turn,back,time,could,turn,back,time,whoa,babyi,didnt,really,mean,hurt,didnt,want,see,go,know,made,cry,babyif,could,turn,back,time,could,find,way,id,take,back,words,hurt,could,reach,stars,id,give,em,youd,love,love,like,used,doif,could,turn,back,time,could,find,way,maybe,maybe,maybe,youd,stay,could,reach,stars,id,give,em"
36,buffalo stance,neneh cherry,1989,"whos,gigolo,street,hands,pockets,crocadile,feet,hanging,curb,looking,disturbed,boys,home,came,running,making,noise,manhandling,toys,thats,girls,block,nasty,curls,wearing,padded,bras,sucking,beers,straws,dropping,drawers,get,yoursgigolo,huh,sucka,gigolo,gigolo,huh,suckawhos,looking,good,today,whos,looking,good,every,way,style,rookie,better,watch,dont,mess,meno,moneyman,win,love,sweetness,im,thinking,always,hang,buffalo,stance,dive,every,time,dance,ill,give,love,baby,romance,ill,make,move,nothing,left,chance,dont,get,fresh,meget,funky,yeah,timmy,tell,like,check,djso,say,wanted,money,know,never,funny,shows,worn,theres,rumble,tummy,style,get,gold,tooth,smile,put,girl,corner,make,pile,committed,crime,went,inside,coming,way,survive,lost,babe,lost,race,youre,looking,take,placewhos,looking,good,today,whos,looking,good,every,way,style,rookie,better,watch,dont,mess,mesmokin,cokin,get,funky,sax,looking,good,hanging,wild,bunch,looking,good,buffalo,stance,looking,good,comes,crunch,looking,goods,state,mind,state,mind,dont,look,behind,state,mind,youll,dead,state,mind,may,remind,bomb,bass,rock,place,like,whats,like,anway,yo,man,expect,guys,giggolo,man,know,meanno,moneyman,win,love,sweetness,im,thinking,always,hang,buffalo,stance,dive,every,time,dance,ill,give,love,baby,romance,ill,make,move,nothing,left,chance,dont,get,fresh,meno,moneyman,win,love,sweetness,im,thinking,always,hang,buffalo,stance,dive,every,time,dance,ill,give,love,baby,romance,ill,make,move,nothing,left,chance,dont,get,fresh,mewind,face,sound,ears,water,eyes,mind,sink,diving,deep,deeper,soulno,moneyman,win,love,sweetness,im,thinking,always,hang,buffalo,stance,dive,every,time,dance,ill,give,love,baby,romance,ill,make,move,nothing,left,chance,dont,get,fresh"
37,when im with you,sheriff,1989,"never,needed,love,like,need,never,lived,nobody,live,oooh,babe,lost,love,feel,im,youmaybe,way,touch,warmth,sun,maybe,way,smile,come,undone,oooh,babe,lost,love,feel,im,youbaby,oh,get,chills,im,baby,world,stands,still,im,im,youi,never,cared,nobody,like,care,never,wanted,share,things,want,share,oooh,babe,lost,love,feel,im,youbaby,oh,get,chills,im,baby,world,stands,still,im,im,youbaby,oh,get,chills,im,baby,world,stands,still,im,im,im,im"
38,dont rush me,taylor dayne,1989,"red,roses,temptation,make,ify,situation,im,weighing,decision,whos,say,love,isntonly,time,tell,well,ill,get,know,dont,mean,lead,want,take,slowly,slowlyso,dont,rush,ive,made,mistake,oh,dont,rush,love,could,much,well,worth,waiting,fordesire,mean,danger,wanna,lover,another,stranger,im,saving,passion,whos,say,love,attractiononly,time,tell,well,ill,get,know,dont,mean,lead,want,take,slowly,slowlyso,dont,rush,ive,made,mistake,oh,dont,rush,love,could,much,well,worth,waiting,fordont,rush,ive,made,mistake,oh,dont,rush,love,could,much,well,worth,waitingand,resistance,weakening,weakening,every,time,touch,cause,baby,youve,got,everything,everything,ive,dreamin,ofso,dont,rush,ive,made,mistake,oh,dont,rush,love,could,much,well,worth,waitingdont,rush,ive,made,mistake,oh,dont,rush,love,could,much,yeahdont,rush,ive,made,mistake,oh,dont,rush,ive,made,mistake,yeahdont,rush,love,could,much,dont,rush"
39,born to be my baby,bon jovi,1989,"rainy,night,worked,day,got,jobs,cause,theres,bills,play,weve,got,somethin,cant,take,away,love,livesclose,door,leave,cold,outside,dont,need,nothinwhen,im,side,weve,got,somethin,thatll,never,die,dreams,pridemy,heart,beats,like,drum,night,flesh,flesh,one,one,alright,ill,never,let,go,cause,theres,somethin,know,deep,insideyou,born,baby,made,man,weve,got,somethin,believe,even,dont,know,stand,god,knows,reason,must,plan,cause,born,baby,made,manlight,candle,blow,world,away,table,two,tv,tray,aint,fancy,thats,okay,time,wayhold,close,baby,hang,tight,buckle,baby,bumpy,ride,two,kids,hitchin,road,life,world,fightsif,stand,side,side,theres,chance,well,get,know,youll,live,heart,till,day,dieyou,born,baby,made,man,got,believe,even,dont,know,stand,god,knows,reason,must,plan,cause,born,baby,baby,made,manyeah,heart,beats,like,drum,night,flesh,flesh,one,one,alright,ill,never,let,go,theres,somethin,know,deep,insideyou,born,baby,made,man,weve,got,somethin,believe,dont,know,stand,god,knows,reason,must,plan,cause,born,baby,made,man"
40,good thing,fine young cannibals,1989,"one,good,thing,life,gone,away,dont,want,know,shes,gone,away,dont,know,somewhere,cant,follow,herthe,one,good,thing,didnt,stay,long,back,turned,gonegood,thing,gone,good,thing,youve,gone,longpeople,say,forget,theres,plenty,dont,get,upset,people,say,shes,doin,fine,mutual,friends,see,sometimethats,want,hear,want,hear,wants,neargood,thing,gone,good,thing,youve,gone,longthen,one,day,came,back,happy,didnt,ask,morning,came,room,caught,dreaming,like,foolgood,thing,good,thing,good,thing,gone,good,thing,good,thing,girl,gone,long,incomprehensible"
41,the lover in me,sheena easton,1989,"talk,love,youre,missin,maybe,true,say,love,blind,help,listen,make,feel,good,let,tryif,everlasting,love,youre,waiting,time,arrived,come,walk,right,door,loved,rest,lifeif,talk,good,lovin,lets,talk,lover,shoo,wop,dont,go,talk,talk,lover,shoo,wopi,give,lovin,gotta,know,youre,receive,woman,gotta,feel,im,needill,everything,give,much,ill,never,leave,lonely,night,come,walk,right,door,loved,rest,lifeif,talk,good,lovin,lets,talk,lover,shoo,wop,dont,go,talk,talk,lover,shoo,woptalk,dream,think,lover,dont,talk,dream,think,dont,run,around,town,searchin,love,found,wont,let,us,lets,talk,loverill,everything,give,much,ill,never,leave,lonely,night,come,walk,right,door,loved,rest,lifeif,talk,good,lovin,lets,talk,lover,shoo,wop,dont,go,talk,talk,lover,shoo,wopif,talk,dream,think,lover,dont,talk,think,dream,dont,run,around,town,searchin,love,found,wont,let,us,lets,talk,lover,meif,talk,good,lovin,lets,talk,lover,shoo,wop,dont,go,talk,talk,lover,shoo,wopif,talk,dream,think,lover,dont,talk,think,dream,dont,run,around,town,searchin,love,found,wont,let,us,lets,talk,lover,meif,talk,good,lovin,lets,talk,lover,shoo,wop,dont,go,talk,talk,lover,shoo,wopif,talk,good,lovin,lets,talk,lover,shoo,wop,dont,go,talk,talk,lover,shoo,wopif,talk,good,lovin,lets,talk,lover,shoo,wop,dont,go,talk,talk,lover,shoo,wop"
